  4.928235311118278E-023  -837.800000000000        200.000000000010     
 -1.115457395352231E-003  -829.425810310885        199.999999629594     
 -4.049680683198274E-004  -821.051620617490        199.999999622424     
  2.266150872178758E-003  -812.677431398687        199.999999622277     
  4.570347161102802E-005  -804.303242163754        199.999999622266     
 -9.208446925028835E-004  -795.929052840927        199.999999622262     
  7.965321081497328E-004  -787.554863823414        199.999999622259     
  8.930205613187542E-004  -779.180674848967        199.999999622258     
  2.381959007438196E-003  -770.806486256604        199.999999622259     
 -2.149881795711543E-003  -762.432299032380        199.999999622263     
  1.925554414377413E-003  -754.058111862915        199.999999622269     
  1.318010031223754E-003  -745.683924025814        199.999999622279     
  1.114350353860403E-003  -737.309736485035        199.999999622293     
  4.578339713747852E-004  -728.935549294488        199.999999622311     
  2.521944528461182E-004  -720.561362415019        199.999999622332     
  2.402629777480055E-003  -712.187176149322        199.999999622358     
  2.317858800924060E-003  -703.812989953110        199.999999622389     
 -7.305957141136670E-004  -695.438804654320        199.999999622424     
  1.434447746668935E-003  -687.064619414160        199.999999622463     
  2.231123594782710E-003  -678.690434253466        199.999999622506     
  2.347874980643379E-003  -670.316249364049        199.999999622554     
  3.078324962201344E-005  -661.942065084691        199.999999622603     
  2.792891517194232E-004  -653.567880756775        199.999999622654     
  2.861612939337933E-003  -645.193697067582        199.999999622706     
  1.463880980887255E-003  -636.819513316046        199.999999622758     
  8.993807815588999E-004  -628.445329658700        199.999999622808     
  2.068572372187805E-004  -620.071146173777        199.999999622855     
  2.540278564509040E-003  -611.696963117353        199.999999622899     
  2.153018878036015E-003  -603.322779845742        199.999999622938     
 -7.584430291954870E-004  -594.948597140892        199.999999622972     
  2.815209154219062E-003  -586.574414728566        199.999999622998     
  1.190922673875126E-003  -578.200231714015        199.999999623016     
  1.626844051046104E-003  -569.826048526470        199.999999623026     
 -5.017775117737307E-004  -561.451865544540        199.999999623026     
  2.418982382101035E-003  -553.077682722076        199.999999623016     
  1.819469614846940E-003  -544.703499309967        199.999999622997     
 -3.026420840003189E-004  -536.329316025280        199.999999622969     
  3.676431484340626E-004  -527.955132362973        199.999999622931     
  2.613970894712503E-003  -519.580948825845        199.999999622885     
 -3.099018198716441E-004  -511.206765336652        199.999999622830     
  2.166952873346522E-004  -502.832581184566        199.999999622767     
  1.420421393542430E-003  -494.458396931580        199.999999622699     
  1.055144312902259E-003  -486.084212429723        199.999999622626     
 -5.253145608500765E-004  -477.710027900032        199.999999622550     
  1.043983987294696E-004  -469.335843079822        199.999999622472     
  1.781281159189123E-003  -460.961658245738        199.999999622394     
 -9.265553763060558E-004  -452.587473530379        199.999999622318     
  2.435420970651113E-005  -444.213288286187        199.999999622247     
  6.263921636565406E-004  -435.839102873153        199.999999622184     
 -3.281846329140126E-004  -427.464917366617        199.999999622120     
 -6.865829156781314E-004  -419.090731697556        199.999999621976     
  2.500857736158580E-004  -410.716545968343        199.999999621564     
 -4.854064987041735E-004  -402.342360125159        199.999999621636     
 -3.291344166082521E-004  -393.968174168300        199.999999629994     
 -9.273693396308174E-004  -385.593988159732        199.999999634979     
  4.644517134375198E-004  -377.219802184557        199.999997322659     
 -1.626865250025790E-003  -368.845616304263        199.999870789782     
  4.677901545901261E-004  -360.471432975364        199.993266107876     
 -2.297620967203916E-003  -352.100405156726        199.763233236219     
  3.528506808791513E-004  -343.739849913659        199.285476208069     
 -2.666315513667149E-003  -335.397032096769        198.561103195707     
  2.458813610555777E-004  -327.079220118105        197.590742439344     
 -1.260581925567136E-003  -318.793522533739        196.376178248410     
 -1.527145111873275E-003  -310.546815772408        194.920085495776     
  2.361335985915293E-004  -302.345814691042        193.225252479419     
 -2.523342702011203E-003  -294.196846094397        191.295547349184     
