# 0.809
9.673639699999999664e+01 -8.295099600000000351e+01 1.658093000000000075e+02 1.324322600000000136e+02 9.983433599999999615e+02 1.136876500000000078e+03 1.135912799999999976e+02 1.571779500000000098e+03
-9.940084699999999884e+01 1.029025900000000071e+01 1.674082600000000127e+02 1.121452500000000043e+02 3.220701999999999998e+01 -8.443535000000000537e+02 -1.247794099999999986e+02 1.016609199999999987e+03
3.833415899999999965e+01 3.704399999999999977e+02 3.704399999999999977e+02 3.736260199999999827e+02 -4.033194100000000162e+03 4.233904400000000123e+02 -2.425982899999999916e+02 4.065831599999999980e+03
2.276817099999999883e+01 -2.262167000000000030e+02 1.285394100000000037e+02 2.287893100000000004e+02 2.468741599999999835e+03 4.500243300000000204e+02 1.468103399999999965e+02 2.518786500000000160e+03
-7.339201300000000039e+00 2.056583099999999931e+01 2.391014600000000030e+02 3.989346799999999860e+01 -1.489302600000000041e+02 9.956456000000000017e+01 -5.868296600000000041e+01 4.226344900000000280e+02
2.481683299999999814e+00 6.995735100000000095e+00 -9.850923999999999126e+00 3.464437000000000211e+01 -7.145669300000000135e+01 2.256068300000000093e+01 -2.849740300000000115e+00 4.020729099999999789e+02
3.901525500000000335e+01 3.703540100000000166e+02 2.828202800000000039e+01 3.736865700000000174e+02 -4.030376299999999901e+03 4.307613000000000056e+02 -2.442439500000000123e+02 4.064591899999999896e+03
1.482882599999999940e+01 -2.024303299999999979e+02 1.273517300000000034e+02 2.043834999999999980e+02 2.694250500000000102e+03 4.766193799999999783e+02 1.576372100000000103e+02 2.747204299999999876e+03
3.607074500000000228e+01 3.555699799999999868e+02 1.386093900000000012e+01 3.575643600000000220e+02 -4.207180400000000191e+03 4.628882500000000277e+02 -2.519172700000000020e+02 4.234418899999999667e+03
8.919027199999999311e+01 -1.062862499999999955e+02 1.608146700000000067e+02 1.442998200000000111e+02 1.533666799999999967e+03 1.175076099999999997e+03 1.385495699999999886e+02 1.964019500000000107e+03
-9.682672100000000626e+01 1.870398199999999989e+01 1.611445899999999938e+02 1.106563100000000048e+02 -1.032832200000000000e+02 -8.705490800000000036e+02 -1.285023899999999912e+02 1.029193099999999959e+03
6.206376199999999699e+01 -1.848625999999999863e+02 1.381887999999999863e+02 1.971244199999999864e+02 2.118898200000000088e+03 9.451091400000000249e+02 2.432258099999999956e+02 2.338135400000000118e+03
5.453123599999999982e+01 3.503189300000000230e+02 2.817960300000000018e+01 3.553547300000000178e+02 -4.003999499999999898e+03 6.729457499999999754e+02 -2.961824199999999792e+02 4.067317100000000210e+03
4.554629200000000111e+01 3.588131799999999885e+02 1.546757799999999961e+01 3.624365199999999732e+02 -4.200006300000000010e+03 5.554391500000000406e+02 -2.659072699999999827e+02 4.243497999999999593e+03
