# 0.781
1.126809700000000021e+02 -8.242595199999999522e+01 2.114660399999999925e+02 1.449808199999999943e+02 1.145616400000000112e+03 1.489638400000000047e+03 1.287990700000000004e+02 1.940506499999999960e+03
-1.199345100000000031e+02 1.873849900000000090e+01 2.116790499999999895e+02 1.350322600000000079e+02 -6.085096599999999967e+01 -1.192729299999999967e+03 -1.643056699999999921e+02 1.403824599999999919e+03
3.906756299999999982e+01 4.313007999999999811e+02 4.313007999999999811e+02 4.344723599999999806e+02 -5.338652600000000348e+03 5.136393799999999601e+02 -3.060151099999999929e+02 5.377784999999999854e+03
2.698675899999999928e+01 -2.524232000000000085e+02 1.761527499999999975e+02 2.557676299999999969e+02 3.058081799999999930e+03 5.961708599999999478e+02 1.867996899999999982e+02 3.130510099999999966e+03
-5.264074299999999873e+00 1.415948599999999935e+01 3.010025099999999725e+02 5.004352000000000089e+01 -3.659155799999999914e+01 1.826725700000000074e+02 -6.169927899999999710e+01 7.114772900000000391e+02
2.931087600000000126e+00 1.025973600000000019e+01 -1.280120199999999997e+01 4.070027000000000328e+01 -1.283632000000000062e+02 3.090536499999999975e+01 -4.399549900000000235e+00 5.501823799999999665e+02
5.461735300000000137e+01 4.305747200000000134e+02 4.803403399999999834e+01 4.356593300000000113e+02 -5.334339399999999841e+03 6.828777499999999918e+02 -3.137163800000000151e+02 5.394462099999999737e+03
2.116225899999999882e+01 -2.262516799999999932e+02 1.739342200000000105e+02 2.297550400000000081e+02 3.367136399999999867e+03 6.662608400000000302e+02 1.952708499999999958e+02 3.451761500000000069e+03
4.670053200000000260e+01 4.158618500000000040e+02 3.514897500000000008e+01 4.193288099999999758e+02 -5.617975099999999657e+03 6.711046400000000176e+02 -3.216766000000000076e+02 5.666134100000000217e+03
1.079440699999999964e+02 -9.440187799999999640e+01 2.132207300000000032e+02 1.504259000000000128e+02 1.450103100000000040e+03 1.556451399999999921e+03 1.636774900000000059e+02 2.193475100000000111e+03
-1.177116699999999980e+02 2.212420799999999943e+01 2.051588800000000106e+02 1.336259799999999984e+02 -1.351625400000000070e+02 -1.219785800000000108e+03 -1.666123200000000111e+02 1.427205799999999954e+03
7.169302700000000073e+01 -2.038153000000000077e+02 1.935278900000000135e+02 2.181313600000000008e+02 2.580842599999999948e+03 1.260738499999999931e+03 2.969697199999999953e+02 2.891058399999999892e+03
6.146862800000000249e+01 4.071445899999999938e+02 4.699878900000000215e+01 4.127673500000000217e+02 -5.372997999999999593e+03 8.985777399999999489e+02 -3.708226500000000101e+02 5.457887099999999919e+03
4.731716500000000281e+01 4.159589899999999716e+02 3.513649800000000312e+01 4.195559700000000021e+02 -5.617134600000000319e+03 6.809425099999999702e+02 -3.241312100000000100e+02 5.667413800000000265e+03
