                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -8.95513945621370e-03
 9.83095459446670e-01 -5.26854157387736e-03
 9.66054486851672e-01 -2.40630507394649e-03
 9.48901592431004e-01 -4.27248664510267e-04
 9.31702424482180e-01  7.08384452704644e-04
 9.14499056872504e-01  1.03060423225141e-03
 8.97323026983710e-01  7.88449945539187e-04
 8.80213288093512e-01 -6.79860668053323e-05
 8.63197301969911e-01 -1.59184440864475e-03
 8.46296015473075e-01 -3.67399864633271e-03
 8.29532712298641e-01 -6.17976858361899e-03
 8.12917065357702e-01 -9.34109452315367e-03
 7.96468439312128e-01 -1.29177573844471e-02
 7.80196312861690e-01 -1.69372794062264e-02
 7.64120606523813e-01 -2.13471009863899e-02
 7.48233885207101e-01 -2.61175932783056e-02
 7.32531204037487e-01 -3.11348189314265e-02
 7.17011729128735e-01 -3.64024433582449e-02
 7.01672816373042e-01 -4.18477425233382e-02
 6.86511860164674e-01 -4.74680978217018e-02
 6.71508690710255e-01 -5.31689441738911e-02
 6.56668292935762e-01 -5.89544978325428e-02
 6.41967879929858e-01 -6.47507814310990e-02
 6.27404096431452e-01 -7.05330782546011e-02
 6.12972563945839e-01 -7.62806276109981e-02
 5.98652101722683e-01 -8.19285129208868e-02
 5.84450370691088e-01 -8.74848219350154e-02
 5.70352125676340e-01 -9.28952918602756e-02
 5.56352933883909e-01 -9.81423284752592e-02
 5.42457526946335e-01 -1.03224369839198e-01
 5.28655103232054e-01 -1.08087666614275e-01
 5.14952194762673e-01 -1.12758393585810e-01
 5.01348766726362e-01 -1.17202033217124e-01
 4.87844160881031e-01 -1.21397781499321e-01
 4.74443371128552e-01 -1.25370488346605e-01
 4.61150477034790e-01 -1.29080113296097e-01
 4.47966287641344e-01 -1.32802316364602e-01
 4.34897560954561e-01 -1.36371227655610e-01
 4.21952931436727e-01 -1.39604333664861e-01
 4.09134257893341e-01 -1.42555122965717e-01
 3.96448040520424e-01 -1.45214557556465e-01
 3.83904440879556e-01 -1.47562941056065e-01
 3.71502404843100e-01 -1.49671290022191e-01
 3.59251426864685e-01 -1.51513227780173e-01
 3.47159656745848e-01 -1.53066989213393e-01
 3.35225577545953e-01 -1.54456585408992e-01
 3.23459344944265e-01 -1.55621231617441e-01
 3.11868016680039e-01 -1.56379462815312e-01
 3.00449172667575e-01 -1.56743321102443e-01
 2.89213135966935e-01 -1.56868892861951e-01
 2.78164662294558e-01 -1.56703540968563e-01
 2.67301292191172e-01 -1.56312243999958e-01
 2.56632999533418e-01 -1.55762383819550e-01
 2.46163218528207e-01 -1.55014172164919e-01
 2.35888608198453e-01 -1.53979347175998e-01
 2.25819454846518e-01 -1.52755982841313e-01
 2.15958077854292e-01 -1.51375871578113e-01
 2.06300298427362e-01 -1.49768556333181e-01
 1.96855291955481e-01 -1.47993377346328e-01
 1.87625334518865e-01 -1.46067686083155e-01
 1.78604869356786e-01 -1.43946465136519e-01
 1.69803612954254e-01 -1.41668875379737e-01
 1.61225639853264e-01 -1.39250169876811e-01
 1.52862168000735e-01 -1.36662471117048e-01
 1.44720813982695e-01 -1.33936085451295e-01
 1.36805587611396e-01 -1.31093479713273e-01
 1.29106870638638e-01 -1.28108446998915e-01
 1.21630502693084e-01 -1.25003985282845e-01
 1.14383727611438e-01 -1.21793607882669e-01
 1.07355018717400e-01 -1.18465351033527e-01
 1.00548431073551e-01 -1.15029636303480e-01
 9.39711091570571e-02 -1.11504993650922e-01
 8.76119783814350e-02 -1.07887296445891e-01
 8.14710522051037e-02 -1.04180406507455e-01
 7.55566211656223e-02 -1.00401160656019e-01
 6.98602459795624e-02 -9.65586670838932e-02
 6.43737513974479e-02 -9.26513249798597e-02
 5.91093662349070e-02 -8.86882322672283e-02
 5.40688203177396e-02 -8.47970121563284e-02
 4.92346878033471e-02 -8.09345610151844e-02
 4.46169168681857e-02 -7.70300450990984e-02
 4.02243021290078e-02 -7.30947797242815e-02
 3.60354532264604e-02 -6.91200530685634e-02
 3.20621758030269e-02 -6.51123130490270e-02
 2.83202190156661e-02 -6.10838956051922e-02
 2.47803596682242e-02 -5.70300121677458e-02
 2.14482060342008e-02 -5.29531669157402e-02
 1.83605805760722e-02 -4.88619180212711e-02
 1.54844683412216e-02 -4.47532959933184e-02
 1.28305403035044e-02 -4.06265411514282e-02
 1.04440322823187e-02 -3.64923583481039e-02
 8.30549115244250e-03 -3.23509709559801e-02
 6.37600675822964e-03 -2.82020741565590e-02
 4.74735913721808e-03 -2.40689812979921e-02
 3.36794181378712e-03 -1.99519392228860e-02
 2.15981741283506e-03 -1.58526583435919e-02
 1.24998991550615e-03 -1.18030834910585e-02
 6.54172936622370e-04 -7.80797443183535e-03
 1.94220859749653e-04 -3.85953266393622e-03
 0.00000000000000e+00  0.00000000000000e+00
 1.15479803726904e-04  3.95829743294564e-03
 4.35395681905845e-04  8.07965697907818e-03
 8.92402754065674e-04  1.21749230630629e-02
 1.48292458473995e-03  1.61550432017462e-02
 2.41112410089913e-03  2.01870716098684e-02
 3.62315615917178e-03  2.42774483853466e-02
 4.98629643184957e-03  2.84373841263784e-02
 6.59590807314807e-03  3.26807540137332e-02
 8.48894768063256e-03  3.69427898673967e-02
 1.05997789274139e-02  4.12025906891736e-02
 1.29458649203926e-02  4.54609919886549e-02
 1.55724629833183e-02  4.97174023259408e-02
 1.84171700955329e-02  5.39521562400817e-02
 2.14867883778970e-02  5.81879554874366e-02
 2.48098171651035e-02  6.24758062593470e-02
 2.83552860424265e-02  6.67556093397351e-02
 3.21086044795179e-02  7.10201803675831e-02
 3.61037094480256e-02  7.52682273183578e-02
 4.03249290534456e-02  7.94877847240934e-02
 4.47584048266514e-02  8.36653519755864e-02
 4.94316310899170e-02  8.78034689817231e-02
 5.43358697013604e-02  9.18923350750834e-02
 5.94520997438140e-02  9.59217438534751e-02
 6.48020296857992e-02  9.98884310016101e-02
 7.03827148513593e-02  1.03786942590060e-01
 7.61791548910398e-02  1.07602847413269e-01
 8.22046739969953e-02  1.11333508194997e-01
 8.84613957224422e-02  1.14975091892809e-01
 9.49380851532644e-02  1.18505873762868e-01
 1.01639121727529e-01  1.21923627768958e-01
 1.08572832516917e-01  1.25231443542311e-01
 1.15726404471400e-01  1.28408670021064e-01
 1.23097833220853e-01  1.31447142993222e-01
 1.30697880544023e-01  1.34360369537789e-01
 1.38516949281346e-01  1.37118238885471e-01
 1.46548104148196e-01  1.39710000535922e-01
 1.54801062798003e-01  1.42165576729436e-01
 1.63267561168872e-01  1.44452880172598e-01
 1.71939382134761e-01  1.46553543028443e-01
 1.80825859669620e-01  1.48503252851133e-01
 1.89920284380133e-01  1.50263078707591e-01
 1.99212841657129e-01  1.51812226864081e-01
 2.08711066362364e-01  1.53203030706892e-01
 2.18408322576393e-01  1.54403694870428e-01
 2.28295480546806e-01  1.55379126590653e-01
 2.38377316560788e-01  1.56221411159146e-01
 2.48649544223050e-01  1.56862751785665e-01
 2.59104470806725e-01  1.57230372668432e-01
 2.69745864866408e-01  1.57452545986126e-01
 2.80569681255168e-01  1.57213458652877e-01
 2.91569858354619e-01  1.56871171347852e-01
 3.02748545127059e-01  1.56336156581083e-01
 3.14102597166549e-01  1.55652533384944e-01
 3.25627535766279e-01  1.54886999623603e-01
 3.37324585075136e-01  1.53935011461744e-01
 3.49190558024244e-01  1.52825360220146e-01
 3.61221843682756e-01  1.51599435405280e-01
 3.73418679001597e-01  1.50197044920483e-01
 3.85778177567740e-01  1.48645500569832e-01
 3.98297689547495e-01  1.46964483679011e-01
 4.10976265926796e-01  1.45120864451925e-01
 4.23811446542822e-01  1.43141275155269e-01
 4.36801231857217e-01  1.41029135391944e-01
 4.49943307505700e-01  1.38769953876090e-01
 4.63235611044891e-01  1.36390672020527e-01
 4.76674990784278e-01  1.33873326358764e-01
 4.90259771917402e-01  1.31226217919922e-01
 5.03988977609513e-01  1.28628070992476e-01
 5.17859264248097e-01  1.25952538822970e-01
 5.31869614675434e-01  1.23174645085373e-01
 5.46017529872597e-01  1.20300594187271e-01
 5.60299311923018e-01  1.17322990385566e-01
 5.74712909694364e-01  1.14255826028663e-01
 5.89254108934155e-01  1.11092017648033e-01
 6.03920486699254e-01  1.07840008687500e-01
 6.18708762910615e-01  1.04504131551284e-01
 6.33615639195170e-01  1.01086699573569e-01
 6.48636515836805e-01  9.75885508034067e-02
 6.63767608092818e-01  9.40113746331442e-02
 6.79006012239748e-01  9.03637303484113e-02
 6.94347099570542e-01  8.66460528680396e-02
 7.09787430684971e-01  8.28647249165773e-02
 7.25322651953009e-01  7.90235194342429e-02
 7.40948061503967e-01  7.51235944490207e-02
 7.56661908095539e-01  7.11805250585206e-02
 7.72458826612690e-01  6.71944638569124e-02
 7.88336359932534e-01  6.31781885758050e-02
 8.04289243958961e-01  5.91338291662370e-02
 8.20312936470025e-01  5.50665642444537e-02
 8.36402415879548e-01  5.09801037940800e-02
 8.52555456725470e-01  4.68895587191544e-02
 8.68768004476629e-01  4.28039760399458e-02
