                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -1.08759826764841e-03
 9.74143502122829e-01 -2.38720662208286e-03
 9.48269618575161e-01 -3.49225381483858e-03
 9.22460128386854e-01 -4.39038849829471e-03
 8.96722550627296e-01 -5.19178621583642e-03
 8.71200762822330e-01 -7.58177078720017e-03
 8.46015476127594e-01 -1.15344772997901e-02
 8.21241166756712e-01 -1.68545714487524e-02
 7.96902461571623e-01 -2.32542286418692e-02
 7.73015646883624e-01 -3.05507286068236e-02
 7.49597551643504e-01 -3.86037529252793e-02
 7.26649844804962e-01 -4.72831541979452e-02
 7.04138286153317e-01 -5.63829840423541e-02
 6.82032619669467e-01 -6.57380199604528e-02
 6.60289696475771e-01 -7.51751348035062e-02
 6.38877423852198e-01 -8.45180503919190e-02
 6.17767592053692e-01 -9.35246923839513e-02
 5.96939049844138e-01 -1.02270150452481e-01
 5.76377810795087e-01 -1.10680681528364e-01
 5.56083110475860e-01 -1.18713275263610e-01
 5.36050801177075e-01 -1.26314917389494e-01
 5.16285014744434e-01 -1.33452973413077e-01
 4.96795547469458e-01 -1.40109158317693e-01
 4.77590859066848e-01 -1.46261664179285e-01
 4.58680322206037e-01 -1.51890722474017e-01
 4.40072587434681e-01 -1.56972485588034e-01
 4.21772803615343e-01 -1.61463996257425e-01
 4.03798557908042e-01 -1.65367675116777e-01
 3.86171204327991e-01 -1.68709107466162e-01
 3.68908918948635e-01 -1.71508552052476e-01
 3.52028128555122e-01 -1.73787866556282e-01
 3.35542949582630e-01 -1.75564886142794e-01
 3.19466191176020e-01 -1.76860069384361e-01
 3.03809438156513e-01 -1.77700182554145e-01
 2.88582154061142e-01 -1.77926241507998e-01
 2.73792139649208e-01 -1.77769417943706e-01
 2.59446184984863e-01 -1.77199662753328e-01
 2.45550141133566e-01 -1.76285917756841e-01
 2.32107391203645e-01 -1.75070480428346e-01
 2.19120247324032e-01 -1.73578197925789e-01
 2.06589169666507e-01 -1.71829835823492e-01
 1.94512638523628e-01 -1.69864491384282e-01
 1.82889456013658e-01 -1.67708243997411e-01
 1.71715532949460e-01 -1.65397289334550e-01
 1.60986011526904e-01 -1.62966648124362e-01
 1.50702168248466e-01 -1.60043380459567e-01
 1.40857088781857e-01 -1.56935272324696e-01
 1.31445026728619e-01 -1.53663837511805e-01
 1.22461295561631e-01 -1.50241070023010e-01
 1.13896172879799e-01 -1.46690836510879e-01
 1.05741924995170e-01 -1.43029447961366e-01
 9.79951754247068e-02 -1.39261672712222e-01
 9.06492333855199e-02 -1.35400257266578e-01
 8.36993509075383e-02 -1.31453081646043e-01
 7.71379764626378e-02 -1.27432932996142e-01
 7.09559703716095e-02 -1.23354430592753e-01
 6.51459872078445e-02 -1.19228283780525e-01
 5.96969186407711e-02 -1.15069554328845e-01
 5.45946328226863e-02 -1.10895888222930e-01
 4.98260567431401e-02 -1.06721636231236e-01
 4.53783311757132e-02 -1.02559339222630e-01
 4.12331460587284e-02 -9.84260797382862e-02
 3.73813893541021e-02 -9.43284024313824e-02
 3.38146685747549e-02 -9.02717922705048e-02
 3.05230521551285e-02 -8.62629396826923e-02
 2.74955224611266e-02 -8.23089794022889e-02
 2.47192048859735e-02 -7.84173821216181e-02
 2.21813397390907e-02 -7.45951489932502e-02
 1.98692618815265e-02 -7.08477314303470e-02
 1.77592814337841e-02 -6.71880439260829e-02
 1.58231059594217e-02 -6.36279083629872e-02
 1.40513554245881e-02 -6.01681107467617e-02
 1.24338453515750e-02 -5.68087574710627e-02
 1.09551759012996e-02 -5.35532047456594e-02
 9.60369576567935e-03 -5.04023166652599e-02
 8.39065384924989e-03 -4.73484976015816e-02
 7.31998903744289e-03 -4.43849480988846e-02
 6.36652313880175e-03 -4.15198699998661e-02
 5.52871873394215e-03 -3.87504950836338e-02
 4.80039806199133e-03 -3.60738599745204e-02
 4.18395995162679e-03 -3.34906241084475e-02
 3.66028193299790e-03 -3.09987342899886e-02
 3.20494199631303e-03 -2.86029562438003e-02
 2.80746123828291e-03 -2.63004469926721e-02
 2.44691124891021e-03 -2.40908202380512e-02
 2.10621567357231e-03 -2.19735548339296e-02
 1.79053820686933e-03 -1.99436566021568e-02
 1.51013627683589e-03 -1.79965714029681e-02
 1.25985892784605e-03 -1.61287982033888e-02
 1.04354009076206e-03 -1.43374077847322e-02
 8.58120538765670e-04 -1.26193379645667e-02
 7.00318867411111e-04 -1.09721122769191e-02
 5.75103061406430e-04 -9.39330692449106e-03
 4.74194494452888e-04 -7.88015309734723e-03
 3.86269358549123e-04 -6.43073049115067e-03
 3.02774690217731e-04 -5.04337610868789e-03
 2.23077628020975e-04 -3.71554502025531e-03
 1.50124231590386e-04 -2.44451889389286e-03
 7.84017832718495e-05 -1.22813234839912e-03
 0.00000000000000e+00  0.00000000000000e+00
 6.99681052887237e-05  1.12436461120121e-03
 1.53166588295539e-04  2.31347572889394e-03
 2.35902232604789e-04  3.58181926202768e-03
 3.29864729646765e-04  4.90596468775760e-03
 4.29032727148276e-04  6.28857975184132e-03
 5.37338299053517e-04  7.73180678096255e-03
 6.62206572182225e-04  9.23745494032827e-03
 8.07815033772042e-04  1.08083583799253e-02
 9.77022534232375e-04  1.24463210933337e-02
 1.17739994291126e-03  1.41531413895527e-02
 1.41264112180460e-03  1.59317408339031e-02
 1.67573603074307e-03  1.77850465773280e-02
 1.97409390652720e-03  1.97157092063586e-02
 2.28939152639513e-03  2.17296958052380e-02
 2.60009794346694e-03  2.38334656340661e-02
 2.91709638323467e-03  2.60292547059645e-02
 3.26269311898343e-03  2.83173290208787e-02
 3.64880732484849e-03  3.07007456540450e-02
 4.07887974793200e-03  3.31824987479881e-02
 4.58508199497520e-03  3.57581117069406e-02
 5.19586721135334e-03  3.84300758099359e-02
 5.89939355467584e-03  4.11987222431756e-02
 6.71520395620184e-03  4.40660263840687e-02
 7.65678900103176e-03  4.70260599295183e-02
 8.74334611270015e-03  5.00788607521483e-02
 9.98219426042772e-03  5.32213820480492e-02
 1.13298720719248e-02  5.64740271870145e-02
 1.27978587564033e-02  5.98360521187902e-02
 1.44143800211286e-02  6.33011558665460e-02
 1.61711880563555e-02  6.68761997833714e-02
 1.80827985409253e-02  7.05591235216503e-02
 2.01686258656764e-02  7.43445271348656e-02
 2.24547378299492e-02  7.82230159065978e-02
 2.49537224930759e-02  8.21893681916949e-02
 2.76741915124577e-02  8.62413081406116e-02
 3.06310934177471e-02  9.03723219634598e-02
 3.38396274843271e-02  9.45750196869594e-02
 3.73146486850603e-02  9.88408836604920e-02
 4.10698377058171e-02  1.03161446706419e-01
 4.51149680166528e-02  1.07530622547311e-01
 4.94721555857768e-02  1.11929816776521e-01
 5.41577686861275e-02  1.16343835556626e-01
 5.91821805417591e-02  1.20762489114563e-01
 6.45613802939865e-02  1.25167855531879e-01
 7.03154901555766e-02  1.29534053991506e-01
 7.64540598074399e-02  1.33846567035467e-01
 8.29844425600175e-02  1.38092203879958e-01
 8.99122502540932e-02  1.42260615916612e-01
 9.72557854176269e-02  1.46316879229668e-01
 1.05023631842408e-01  1.50240482747035e-01
 1.13218036492478e-01  1.54020062134413e-01
 1.21841452735809e-01  1.57644875736329e-01
 1.30900360204665e-01  1.61092511708149e-01
 1.40398723553669e-01  1.64345195668231e-01
 1.50343295236883e-01  1.67168986071323e-01
 1.60736493300954e-01  1.69713594746141e-01
 1.71578556421617e-01  1.72059518382571e-01
 1.82867988864232e-01  1.74184640530858e-01
 1.94604465693170e-01  1.76056186930878e-01
 2.06786106922876e-01  1.77650356220686e-01
 2.19409532858735e-01  1.78951059345470e-01
 2.32470204791683e-01  1.79955933860088e-01
 2.45965553364346e-01  1.80650435916586e-01
 2.59892059090750e-01  1.81014312276894e-01
 2.74246685152167e-01  1.81079511418852e-01
 2.89025970449106e-01  1.80810862969582e-01
 3.04226527563983e-01  1.80204871791003e-01
 3.19844685236705e-01  1.79256910753998e-01
 3.35875841239815e-01  1.77956820628629e-01
 3.52316374661246e-01  1.76300429967556e-01
 3.69162885720532e-01  1.74307328555183e-01
 3.86409968150881e-01  1.71960455028864e-01
 4.04052074523046e-01  1.69265377347345e-01
 4.22084931943773e-01  1.66225021074637e-01
 4.40503628883833e-01  1.62852086665701e-01
 4.59303284642496e-01  1.59156675328198e-01
 4.78477091484229e-01  1.55146301539637e-01
 4.98019555447546e-01  1.50831151197773e-01
 5.17925587669772e-01  1.46236014569771e-01
 5.38187580365072e-01  1.41366154029401e-01
 5.58800692928517e-01  1.36255216082762e-01
 5.79753396326138e-01  1.30900008702628e-01
 6.01038714152459e-01  1.25327592114011e-01
 6.22645978360912e-01  1.19552435044526e-01
 6.44562657257059e-01  1.13586484736841e-01
 6.66781345673195e-01  1.07462342275398e-01
 6.89284879568382e-01  1.01180744339536e-01
 7.12058700348032e-01  9.47598070201765e-02
 7.35087238841066e-01  8.82110239099487e-02
 7.58355933830268e-01  8.15600575424297e-02
 7.81846166564542e-01  7.48175982306361e-02
