                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -1.02388753279940e-02
 9.80786617485393e-01 -7.18990232443669e-03
 9.61361418928179e-01 -4.84927549268302e-03
 9.41809080236311e-01 -3.29598839492028e-03
 9.22227028880333e-01 -2.46568288210356e-03
 9.02691842809139e-01 -2.36004065194633e-03
 8.83262759041515e-01 -3.50768512955627e-03
 8.63988033393022e-01 -5.58458727855072e-03
 8.44900873309654e-01 -8.50445826509426e-03
 8.26028229668319e-01 -1.21900152875099e-02
 8.07385242018944e-01 -1.65305254890686e-02
 7.88986888043691e-01 -2.14635143497871e-02
 7.70832717374346e-01 -2.68868024178521e-02
 7.52931417054636e-01 -3.27469586766560e-02
 7.35275846878564e-01 -3.89496900828761e-02
 7.17857475196746e-01 -4.53629819768284e-02
 7.00664052473676e-01 -5.17668948721457e-02
 6.83686514166828e-01 -5.82832744701680e-02
 6.66918092346429e-01 -6.48644968596041e-02
 6.50345656972438e-01 -7.14506083875923e-02
 6.33958738194204e-01 -7.79916962974146e-02
 6.17749873401189e-01 -8.44479212540310e-02
 6.01710240077970e-01 -9.07777613987222e-02
 5.85834245756288e-01 -9.69483422524245e-02
 5.70122093956144e-01 -1.02941224624930e-01
 5.54569912899639e-01 -1.08727638230533e-01
 5.39166144092217e-01 -1.14257024284965e-01
 5.23918853231824e-01 -1.19530130949375e-01
 5.08823785856351e-01 -1.24518156008325e-01
 4.93888274506626e-01 -1.29222465055921e-01
 4.79114589575475e-01 -1.33631480653458e-01
 4.64509499175730e-01 -1.37745944572215e-01
 4.50075568608173e-01 -1.41555290695454e-01
 4.35820000508964e-01 -1.45064853701397e-01
 4.21745160958277e-01 -1.48080289925820e-01
 4.07858144996937e-01 -1.50797242297613e-01
 3.94158938966343e-01 -1.53191901685507e-01
 3.80658764421010e-01 -1.55316090582699e-01
 3.67361887492419e-01 -1.57760165539113e-01
 3.54275692547339e-01 -1.60098480148183e-01
 3.41403746883887e-01 -1.61870034357968e-01
 3.28753861744074e-01 -1.63103792312340e-01
 3.16328872351055e-01 -1.63797840567477e-01
 3.04134644624027e-01 -1.63983174317021e-01
 2.92173507955356e-01 -1.63676396759033e-01
 2.80451584497222e-01 -1.63715213875043e-01
 2.68970637067069e-01 -1.63515951801368e-01
 2.57734339443477e-01 -1.63090106422662e-01
 2.46745375137850e-01 -1.62429329346874e-01
 2.36005373629345e-01 -1.61559389986654e-01
 2.25516188388433e-01 -1.60478991869309e-01
 2.15280993353608e-01 -1.59193473296210e-01
 2.05300133652205e-01 -1.57725000759507e-01
 1.95576053758469e-01 -1.56067523954350e-01
 1.86109611253332e-01 -1.54233924564451e-01
 1.76901289279412e-01 -1.52230600769762e-01
 1.67950185704789e-01 -1.50075092843472e-01
 1.59258130796380e-01 -1.47762700633904e-01
 1.50821481026711e-01 -1.45314097060635e-01
 1.42638821897520e-01 -1.42737401363227e-01
 1.34712893857470e-01 -1.40023883893874e-01
 1.27038767840262e-01 -1.37192539174393e-01
 1.19615425636755e-01 -1.34250683357893e-01
 1.12443876551865e-01 -1.31198963474803e-01
 1.05521098240507e-01 -1.28049296892876e-01
 9.88434082315347e-02 -1.24813604402371e-01
 9.24135871663685e-02 -1.21485946948688e-01
 8.62259780626549e-02 -1.18081334525294e-01
 8.02819913371544e-02 -1.14598703600445e-01
 7.45774849255761e-02 -1.11045718535904e-01
 6.91084197731768e-02 -1.07427996986143e-01
 6.38726437513652e-02 -1.03751699857667e-01
 5.88675438568530e-02 -1.00023083479756e-01
 5.40905457451859e-02 -9.62465153545464e-02
 4.95397836076518e-02 -9.24292181333016e-02
 4.52107571265791e-02 -8.85832088842821e-02
 4.11037839723838e-02 -8.47114967181658e-02
 3.72149395659255e-02 -8.08162811861643e-02
 3.35467570988391e-02 -7.69021991914201e-02
 3.00958615702584e-02 -7.29753596931536e-02
 2.68588822771821e-02 -6.90404962849582e-02
 2.38383128602428e-02 -6.50993332995945e-02
 2.10283330598453e-02 -6.11603362931431e-02
 1.84181664548672e-02 -5.72282111531669e-02
 1.59967371032288e-02 -5.33188282314841e-02
 1.37546601512558e-02 -4.94365994295944e-02
 1.16829142564571e-02 -4.55871720918439e-02
 9.79876605017419e-03 -4.17715557378135e-02
 8.08431492760787e-03 -3.79909940431869e-02
 6.57981984740862e-03 -3.42448231746580e-02
 5.25526386094610e-03 -3.05350812569681e-02
 4.12332077681075e-03 -2.68769477196429e-02
 3.15283242697579e-03 -2.32712081198385e-02
 2.36559710217669e-03 -1.97297985186628e-02
 1.70998125453329e-03 -1.62535580604111e-02
 1.14552294002770e-03 -1.28602580136567e-02
 6.48171272398730e-04 -9.54687749134285e-03
 3.34421986342819e-04 -6.31113766940471e-03
 1.09939991524942e-04 -3.14889509049929e-03
 0.00000000000000e+00  0.00000000000000e+00
 1.03141669004296e-04  3.03463072939609e-03
 3.42367589404172e-04  6.16612851346732e-03
 6.53952392313515e-04  9.39816949718134e-03
 1.13932274538274e-03  1.27061042956290e-02
 1.68905718791002e-03  1.60942953107361e-02
 2.30930094963757e-03  1.95658305621344e-02
 3.02853758820608e-03  2.31126946194801e-02
 3.87035480967922e-03  2.67373688636907e-02
 4.86062179864653e-03  3.04209636597209e-02
 6.04879983963613e-03  3.41589783710561e-02
 7.42201856796898e-03  3.79360676583460e-02
 9.01282394583447e-03  4.17473058103534e-02
 1.07724887711950e-02  4.55970375328190e-02
 1.27127521576728e-02  4.94850917614721e-02
 1.48115787294592e-02  5.34112343101856e-02
 1.70830924011426e-02  5.73701460082921e-02
 1.95372313274526e-02  6.13563273958209e-02
 2.21759683145997e-02  6.53623235686066e-02
 2.50097991025252e-02  6.93829304122490e-02
 2.80504888717378e-02  7.34067617831202e-02
 3.13034871388158e-02  7.74276355665614e-02
 3.47698153015479e-02  8.14418396224778e-02
 3.84496148079813e-02  8.54481794859087e-02
 4.23548756719093e-02  8.94276624292059e-02
 4.64877319466739e-02  9.33798598792696e-02
 5.08483778698584e-02  9.73006100276046e-02
 5.54372521431524e-02  1.01176894492059e-01
 6.02527306198303e-02  1.05005293470459e-01
 6.53023867801062e-02  1.08776099347696e-01
 7.05860719909149e-02  1.12481819834631e-01
 7.61062467415100e-02  1.16115567392896e-01
 8.18637460608817e-02  1.19673562838685e-01
 8.78639989364564e-02  1.23145449185482e-01
 9.41075509703346e-02  1.26525235206521e-01
 1.00598411102895e-01  1.29797702555266e-01
 1.07336294507740e-01  1.32959063978015e-01
 1.14318216749720e-01  1.36014089124030e-01
 1.21547781320603e-01  1.38948399545737e-01
 1.29024885147327e-01  1.41758184359520e-01
 1.36749420690466e-01  1.44437029549969e-01
 1.44727186150642e-01  1.46960320480602e-01
 1.52954965046539e-01  1.49336866519411e-01
 1.61432275216495e-01  1.51560989901942e-01
 1.70160137173198e-01  1.53622256210738e-01
 1.79140348938385e-01  1.55509724471112e-01
 1.88369745368190e-01  1.57231353092931e-01
 1.97848408493743e-01  1.58772534890886e-01
 2.07572970902277e-01  1.60150506290170e-01
 2.17545677862913e-01  1.61345244905369e-01
 2.27765436977365e-01  1.62367162800086e-01
 2.38230383339811e-01  1.63192735553101e-01
 2.48938841063070e-01  1.63848382375694e-01
 2.59889964994002e-01  1.64307292649161e-01
 2.71082286926349e-01  1.64575939879226e-01
 2.82516029081893e-01  1.65097819469564e-01
 2.94189412131680e-01  1.65486852908261e-01
 3.06100098507074e-01  1.65507767415826e-01
 3.18246992305743e-01  1.65181812405374e-01
 3.30627706027005e-01  1.64512562265791e-01
 3.43239589001043e-01  1.63507889302892e-01
 3.56080838809647e-01  1.62187987174269e-01
 3.69148636866063e-01  1.60566110030498e-01
 3.82441351048314e-01  1.58664296829573e-01
 3.95955061968234e-01  1.56487653101688e-01
 4.09688980852142e-01  1.54065714556459e-01
 4.23639566100886e-01  1.52072413300197e-01
 4.37803563455156e-01  1.49923052646146e-01
 4.52180308431414e-01  1.47597343532478e-01
 4.66767287451802e-01  1.45099663047384e-01
 4.81562848820294e-01  1.42429040751617e-01
 4.96562610948604e-01  1.39592081178558e-01
 5.11762979653625e-01  1.36579527297149e-01
 5.27162641110837e-01  1.33409984811249e-01
 5.42757255278597e-01  1.30077448462100e-01
 5.58543155199735e-01  1.26589530799726e-01
 5.74514807875262e-01  1.22943987785092e-01
 5.90672381827737e-01  1.19166388280364e-01
 6.07006344369086e-01  1.15236568055495e-01
 6.23516490286421e-01  1.11184698158027e-01
 6.40196800928178e-01  1.07005833619511e-01
 6.57041436562884e-01  1.02711975743101e-01
 6.74046814785325e-01  9.83112388658365e-02
 6.91206710254608e-01  9.38113234224883e-02
 7.08513358185699e-01  8.92133841265077e-02
 7.25963398640527e-01  8.45376843948580e-02
 7.43550715851378e-01  7.97925546440804e-02
 7.61268395067767e-01  7.49851353056209e-02
 7.79110185320831e-01  7.01306129961740e-02
 7.97068256397807e-01  6.52319480625104e-02
 8.15134312324315e-01  6.02994539816090e-02
 8.33301116537835e-01  5.53441877756616e-02
