                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -2.84813973119989e-03
 9.75710708624916e-01  5.66398530441692e-04
 9.51359309001269e-01  3.14281030737218e-03
 9.26992339738833e-01  4.80822595874747e-03
 9.02642291006646e-01  5.66674735632478e-03
 8.78376349209183e-01  5.52740312221451e-03
 8.54261158651178e-01  4.40513432618994e-03
 8.30351897059335e-01  2.41047185828542e-03
 8.06697864231349e-01 -4.95005064942604e-04
 7.83356050829999e-01 -4.15569393853510e-03
 7.60375048810185e-01 -8.60336065387915e-03
 7.37783547150319e-01 -1.37398306383630e-02
 7.15588486532041e-01 -1.94124982124327e-02
 6.93794436008555e-01 -2.55096000354027e-02
 6.72403223318488e-01 -3.19356364443449e-02
 6.51403135297061e-01 -3.85703758047967e-02
 6.30777959015851e-01 -4.53000114442971e-02
 6.10506910861882e-01 -5.20105137051448e-02
 5.90575615147476e-01 -5.86152782449906e-02
 5.70969305767412e-01 -6.50301600891961e-02
 5.51677113500053e-01 -7.11834171361297e-02
 5.32693951779540e-01 -7.70212580817234e-02
 5.14015750398845e-01 -8.24906513247283e-02
 4.95647572268929e-01 -8.75679174969789e-02
 4.77590043851981e-01 -9.22086723323063e-02
 4.59849052998374e-01 -9.63866613174194e-02
 4.42434808558813e-01 -1.00090912668805e-01
 4.25362679993523e-01 -1.03339201348445e-01
 4.08644347455165e-01 -1.06133792387369e-01
 3.92292797346372e-01 -1.08484481371191e-01
 3.76319516080496e-01 -1.10063009716429e-01
 3.60732684805372e-01 -1.11281392444518e-01
 3.45541622099237e-01 -1.12158517341290e-01
 3.30753609747516e-01 -1.12721476477389e-01
 3.16373996878452e-01 -1.12979749676867e-01
 3.02405994075083e-01 -1.12949828042206e-01
 2.88852255321425e-01 -1.12680879937554e-01
 2.75714059586262e-01 -1.12138643320782e-01
 2.62989984769233e-01 -1.11388151986270e-01
 2.50679256505393e-01 -1.10428918872161e-01
 2.38778509513179e-01 -1.09283583109551e-01
 2.27283803884926e-01 -1.07970430013612e-01
 2.16191593298562e-01 -1.06497161439056e-01
 2.05496814036101e-01 -1.04876167043435e-01
 1.95191932898212e-01 -1.03134253573155e-01
 1.85273234861323e-01 -1.01266974244756e-01
 1.75730265116438e-01 -9.93054279389590e-02
 1.66557635010836e-01 -9.72533919747517e-02
 1.57746826609931e-01 -9.51237887152655e-02
 1.49288991590888e-01 -9.29288121861404e-02
 1.41174835521751e-01 -9.06793681550723e-02
 1.33393875384717e-01 -8.83917765222111e-02
 1.25938680519076e-01 -8.60700455246406e-02
 1.18800536701643e-01 -8.37199436271643e-02
 1.11968385125103e-01 -8.13533294949224e-02
 1.05432743666955e-01 -7.89773451351233e-02
 9.91857161155812e-02 -7.65926453059516e-02
 9.32152619173776e-02 -7.42126973771330e-02
 8.75114397686589e-02 -7.18438592898186e-02
 8.20671456822103e-02 -6.94864234040927e-02
 7.68735723151458e-02 -6.71430554424929e-02
 7.19189653840779e-02 -6.48304431381296e-02
 6.71961774635175e-02 -6.25463184713022e-02
 6.26988004111790e-02 -6.02848347527179e-02
 5.84175044193485e-02 -5.80497717740128e-02
 5.43417937332491e-02 -5.58470515499921e-02
 5.04634778010467e-02 -5.36787834716969e-02
 4.67768767888579e-02 -5.15432861360922e-02
 4.32747838861895e-02 -4.94405776254759e-02
 3.99499913700876e-02 -4.73719115386894e-02
 3.67981432027796e-02 -4.53355995222224e-02
 3.38111874094128e-02 -4.33344319462396e-02
 3.09846632718883e-02 -4.13662530347007e-02
 2.83138059460486e-02 -3.94298755159340e-02
 2.57888247641774e-02 -3.75302198040843e-02
 2.34096623496675e-02 -3.56620627349799e-02
 2.11677110636837e-02 -3.38272592950187e-02
 1.90539449065403e-02 -3.20311054558227e-02
 1.70646923306965e-02 -3.02715921910430e-02
 1.52118963249722e-02 -2.85342702175804e-02
 1.34888356611095e-02 -2.68203713052646e-02
 1.18856904421067e-02 -2.51384662939793e-02
 1.03947260980093e-02 -2.34901944780050e-02
 9.02631586674415e-03 -2.18636757419243e-02
 7.77767715262595e-03 -2.02558752924269e-02
 6.62749634890424e-03 -1.86829743029453e-02
 5.49968979654606e-03 -1.71914008234893e-02
 4.47790485234223e-03 -1.57264196508262e-02
 3.60577468766489e-03 -1.42564850657201e-02
 2.87893974221506e-03 -1.27842655240387e-02
 2.27260823142778e-03 -1.13283366487445e-02
 1.79805163690751e-03 -9.89109997070619e-03
 1.42910856232198e-03 -8.48411511755187e-03
 1.15854177617595e-03 -7.11384267439528e-03
 9.31128091423252e-04 -5.79521394584808e-03
 7.24516716534566e-04 -4.53207310185591e-03
 5.30702237846920e-04 -3.32261146288906e-03
 3.53457754019408e-04 -2.16514678698689e-03
 1.80961583738021e-04 -1.05820121541541e-03
 0.00000000000000e+00  0.00000000000000e+00
 1.70337920378843e-04  1.05977958270163e-03
 3.22533648509081e-04  2.17009421279950e-03
 4.60667809552662e-04  3.33195124004931e-03
 6.10996199996118e-04  4.54662556233417e-03
 7.63939628331929e-04  5.81623548885871e-03
 9.30119207202203e-04  7.14104827674492e-03
 1.12854493699990e-03  8.52211719364082e-03
 1.36956952122897e-03  9.95733126424299e-03
 1.69864293680686e-03  1.14331952635225e-02
 2.13206259261159e-03  1.29533571701264e-02
 2.63279836033969e-03  1.45209327617574e-02
 3.22724617129779e-03  1.61270967096707e-02
 3.94092183353533e-03  1.77663873275494e-02
 4.73819437793252e-03  1.94524014558124e-02
 5.61710189951844e-03  2.11961827072270e-02
 6.58071663053890e-03  2.29900632448823e-02
 7.67133339505030e-03  2.48165406004296e-02
 8.88109165435548e-03  2.66792601008045e-02
 1.02018363925260e-02  2.85871947928848e-02
 1.16163918120664e-02  3.05514077231535e-02
 1.31574919737055e-02  3.25549221157846e-02
 1.48279685595984e-02  3.45968876077976e-02
 1.66298036419619e-02  3.66810768949375e-02
 1.85595493264103e-02  3.88118955197036e-02
 2.06339829463308e-02  4.09800695654865e-02
 2.28577399496337e-02  4.31852513695808e-02
 2.52379677507473e-02  4.54273479270285e-02
 2.77833746270774e-02  4.77018895262789e-02
 3.04975164414512e-02  5.00082448196426e-02
 3.33793190464814e-02  5.23527725316716e-02
 3.64361419343931e-02  5.47326074535213e-02
 3.96782443634101e-02  5.71432579313382e-02
 4.31105508294531e-02  5.95845469193843e-02
 4.67416331890872e-02  6.20518955431811e-02
 5.05792216759409e-02  6.45441297517844e-02
 5.46304288420720e-02  6.70589883963603e-02
 5.89018374042897e-02  6.95950270010262e-02
 6.33984544137558e-02  7.21525235749188e-02
 6.81307089329802e-02  7.47241579016298e-02
 7.31071493705487e-02  7.73058151625362e-02
 7.83360579267475e-02  7.98936975650210e-02
 8.38256108967956e-02  8.24839159862897e-02
 8.95839014761029e-02  8.50715414764702e-02
 9.56197334856386e-02  8.76521323435883e-02
 1.01942497190128e-01  9.02191843315933e-02
 1.08560971191922e-01  9.27654475032724e-02
 1.15483437097006e-01  9.52830592759578e-02
 1.22717923555326e-01  9.77679557672419e-02
 1.30273162248307e-01  1.00209323601693e-01
 1.38158335052870e-01  1.02599615209939e-01
 1.46383076054518e-01  1.04932022907258e-01
 1.54954717416197e-01  1.07200879353091e-01
 1.63880234324681e-01  1.09379572826481e-01
 1.73167098857230e-01  1.11478221303260e-01
 1.82823505791276e-01  1.13469870227742e-01
 1.92856318802229e-01  1.15340699029300e-01
 2.03271948735971e-01  1.17077942584053e-01
 2.14075477503568e-01  1.18673721512289e-01
 2.25271255137900e-01  1.20123773625802e-01
 2.36864243612052e-01  1.21401532844367e-01
 2.48858512821614e-01  1.22494543031415e-01
 2.61256908911944e-01  1.23400357974241e-01
 2.74062050542664e-01  1.24102280918226e-01
 2.87276096930154e-01  1.24584406984285e-01
 3.00899293050388e-01  1.24840747155074e-01
 3.14932013196590e-01  1.24899570722685e-01
 3.29373545157052e-01  1.24692652445356e-01
 3.44223520976871e-01  1.24283239540942e-01
 3.59479859476658e-01  1.23548961562261e-01
 3.75141490030591e-01  1.22438772358660e-01
 3.91205635922292e-01  1.21068937902286e-01
 4.07670892187732e-01  1.19453400314282e-01
 4.24533013304178e-01  1.17585634955579e-01
 4.41787944697240e-01  1.15461891030864e-01
 4.59431843459672e-01  1.13093868147942e-01
 4.77459947204511e-01  1.10484191459744e-01
 4.95864184503350e-01  1.07625207237217e-01
 5.14641717013449e-01  1.04545897477347e-01
 5.33784443919445e-01  1.01243825524797e-01
 5.53284914498193e-01  9.77296154420945e-02
 5.73133004312697e-01  9.40035764357249e-02
 5.93319790666228e-01  9.00768571730934e-02
 6.13835641770571e-01  8.59625260156166e-02
 6.34667637400798e-01  8.16616803387516e-02
 6.55808849292935e-01  7.72111159475376e-02
 6.77246160253216e-01  7.26200041559870e-02
 6.98969706488265e-01  6.79172426669931e-02
 7.20964225179115e-01  6.31129041162126e-02
 7.43213855917408e-01  5.82163938448547e-02
 7.65709421674279e-01  5.32741350213410e-02
 7.88432265222605e-01  4.82923899088876e-02
 8.11365489971657e-01  4.32897360936957e-02
