------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Generated with AeroElasticSE FAST driver
======  Blade Properties =================================================================
102         NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 5.730231356234136e+01 -6.387910017048061e-02 -7.600232635083969e-01 -1.904650353359449e-02  3.011862434315199e+00  5.681091733529991e+00       43
 5.866665436144473e+01 -6.431447894670478e-02 -7.669218245760493e-01 -1.791175171552234e-02  2.798742391269811e+00  5.585009263268725e+00       44
 6.003099516054809e+01 -6.473213798438326e-02 -7.731274976468847e-01 -1.838536556694258e-02  2.584465194090489e+00  5.488437627959627e+00       45
 6.139533595965145e+01 -6.519007237198358e-02 -7.784919647871567e-01 -2.157741803468762e-02  2.368868838271584e+00  5.391607605390919e+00       46
 6.275967675875482e+01 -6.575975123332935e-02 -7.829487133696778e-01 -2.787181750646632e-02  2.151917137664622e+00  5.294654919026371e+00       47
 6.412401755785820e+01 -6.651745308283652e-02 -7.864471895053613e-01 -3.857222175315204e-02  1.933559264951977e+00  5.197703219662373e+00       48
 6.548835835696156e+01 -6.759673302577537e-02 -7.889225996561010e-01 -5.440650611721333e-02  1.713802278692094e+00  5.100956325381362e+00       49
 6.685269915606492e+01 -6.910853415400665e-02 -7.903696798126286e-01 -7.598592379372426e-02  1.492673799993409e+00  5.004509042541389e+00       50
 6.821703995516829e+01 -7.121552193067236e-02 -7.907750530580496e-01 -1.042838788030672e-01  1.270209983918392e+00  4.908495849673383e+00       51
 6.958138075427166e+01 -7.407499671698027e-02 -7.901247265824288e-01 -1.398683167477840e-01  1.046519715402087e+00  4.813075240110147e+00       52
 7.094572155337504e+01 -7.787667090638679e-02 -7.884518249727920e-01 -1.834535666174403e-01  8.216581571095722e-01  4.718318436280447e+00       53
 7.231006235247840e+01 -8.281186215937006e-02 -7.857635406942626e-01 -2.350150281952891e-01  5.957671827971798e-01  4.624373095476297e+00       54
 7.367440315158176e+01 -8.906910759139328e-02 -7.820947668157462e-01 -2.962003690207303e-01  3.689894297985317e-01  4.531341400613377e+00       55
 7.503874395068512e+01 -9.691818732178524e-02 -7.774993971503632e-01 -3.664184503092535e-01  1.414214122274692e-01  4.439291345967590e+00       56
 7.640308474978849e+01 -1.065194761134770e-01 -7.720004917270539e-01 -4.454223650763444e-01 -8.670722888748246e-02  4.348361116621481e+00       57
 7.776742554889185e+01 -1.181309813323526e-01 -7.656538330343703e-01 -5.357727917343911e-01 -3.152532065010895e-01  4.258612544521863e+00       58
 7.913176634799521e+01 -1.320350038594948e-01 -7.585168399867634e-01 -6.352442700290442e-01 -5.440581901899562e-01  4.170116745683509e+00       59
 8.049610714709858e+01 -1.483835383733495e-01 -7.506186958550146e-01 -7.447506077494325e-01 -7.728488211975675e-01  4.082983617940659e+00       60
 8.186044794620194e+01 -1.675023641250841e-01 -7.420285796054231e-01 -8.659305721264968e-01 -1.001480545866445e+00  3.997250191341503e+00       61
 8.322478874530532e+01 -1.896214600437077e-01 -7.327965628963454e-01 -9.959536376061557e-01 -1.229721732991616e+00  3.912989191164397e+00       62
 8.458912954440868e+01 -2.149317477490474e-01 -7.229570391944289e-01 -1.137619321921739e+00 -1.457306087491575e+00  3.830273727396709e+00       63
 8.595347034351205e+01 -2.437964268361565e-01 -7.125868880720742e-01 -1.290415808037477e+00 -1.684077346834492e+00  3.749126520910063e+00       64
 8.731781114261543e+01 -2.763819318609589e-01 -7.017225165493239e-01 -1.451907100113445e+00 -1.909743612983119e+00  3.669612873264972e+00       65
 8.868215194171879e+01 -3.129353446910424e-01 -6.903972251622243e-01 -1.626332931230558e+00 -2.134042480660675e+00  3.591770504128375e+00       66
 9.004649274082215e+01 -3.538247887026878e-01 -6.786914009838414e-01 -1.811554389597010e+00 -2.356790985674621e+00  3.515611123806191e+00       67
 9.141083353992552e+01 -3.991953034754321e-01 -6.666200031010872e-01 -2.005588303221790e+00 -2.577661232297146e+00  3.441178806383394e+00       68
 9.277517433902889e+01 -4.493203805873436e-01 -6.542189672405168e-01 -2.213062680321609e+00 -2.796395647052662e+00  3.368485119393490e+00       69
 9.413951513813225e+01 -5.045650537914409e-01 -6.415696684798192e-01 -2.432018949779392e+00 -3.012797123966263e+00  3.297527469239859e+00       70
 9.550385593723561e+01 -5.651092365989079e-01 -6.285391708340056e-01 -2.660103599112493e+00 -3.226551935486580e+00  3.228321012045678e+00       71
 9.686819673633897e+01 -6.312055920074476e-01 -6.153360698943783e-01 -2.901138603654530e+00 -3.437388717730488e+00  3.160854167930728e+00       72
 9.823253753544235e+01 -7.032154171196144e-01 -6.020547527581283e-01 -3.155407623384404e+00 -3.645097835619848e+00  3.095105220399271e+00       73
 9.959687833454571e+01 -7.814042822154237e-01 -5.885454234177868e-01 -3.419696308638954e+00 -3.849374026913430e+00  3.031055672155886e+00       74
 1.009612191336491e+02 -8.659799931043274e-01 -5.748979024953954e-01 -3.696373981243116e+00 -4.049940594890375e+00  2.968667492133910e+00       75
 1.023255599327524e+02 -9.573200765777374e-01 -5.611074635456688e-01 -3.988671914313233e+00 -4.246592995872057e+00  2.907892905204827e+00       76
 1.036899007318558e+02 -1.055785015660611e+00 -5.472012782140512e-01 -4.292619334968531e+00 -4.439100207682412e+00  2.848680789240491e+00       77
 1.050542415309592e+02 -1.161562636135302e+00 -5.332161614644116e-01 -4.608497088632578e+00 -4.627145628696065e+00  2.790955937640272e+00       78
 1.064185823300625e+02 -1.275025708187127e+00 -5.191468306403748e-01 -4.940617607716380e+00 -4.810529497629701e+00  2.734633964282985e+00       79
 1.077829231291659e+02 -1.396565486486726e+00 -5.049967624834142e-01 -5.288856741262660e+00 -4.989050180302511e+00  2.679624449294665e+00       80
 1.091472639282693e+02 -1.526547202590504e+00 -4.907760158553732e-01 -5.650667850483877e+00 -5.162469654070970e+00  2.625820588535650e+00       81
 1.105116047273726e+02 -1.665239558440860e+00 -4.764953632599178e-01 -6.027594951874244e+00 -5.330525002943987e+00  2.573079330762558e+00       82
 1.118759455264760e+02 -1.813079059550043e+00 -4.621520958621012e-01 -6.422952581447789e+00 -5.492967218609721e+00  2.521254240799751e+00       83
 1.132402863255794e+02 -1.970489050485264e+00 -4.477445373590284e-01 -6.836244539632507e+00 -5.649528611230417e+00  2.470182560595215e+00       84
 1.146046271246827e+02 -2.137879709120780e+00 -4.332706952688742e-01 -7.267880997197189e+00 -5.799884330941795e+00  2.419678596950364e+00       85
 1.159689679237861e+02 -2.315690603285422e+00 -4.187267641466688e-01 -7.718576880359713e+00 -5.943583654167890e+00  2.369527315603217e+00       86
 1.173333087228895e+02 -2.504362065394158e+00 -4.041056501753152e-01 -8.188267793864462e+00 -6.079991021878801e+00  2.319472784273990e+00       87
 1.186976495219928e+02 -2.704326514140466e+00 -3.893954055753041e-01 -8.678642433114247e+00 -6.208241051005293e+00  2.269237579272597e+00       88
 1.200619903210962e+02 -2.916099213865629e+00 -3.745791527607935e-01 -9.190773521314993e+00 -6.327061931584786e+00  2.218508219621637e+00       89
 1.214263311201996e+02 -3.140157609412968e+00 -3.596320685885172e-01 -9.723738580712363e+00 -6.434655044863423e+00  2.166924820203487e+00       90
 1.227906719193029e+02 -3.376967418639146e+00 -3.445166143228873e-01 -1.027780811725840e+01 -6.528492755991139e+00  2.114071899852310e+00       91
 1.241550127184063e+02 -3.627012041644974e+00 -3.291731559668725e-01 -1.085178575264416e+01 -6.605103573737121e+00  2.059454342295115e+00       92
 1.255193535175097e+02 -3.890693739453799e+00 -3.135046258396961e-01 -1.144395302867928e+01 -6.660035141272572e+00  2.002458385888483e+00       93
 1.268836943166130e+02 -4.168407773075423e+00 -2.973509601947129e-01 -1.205131480178840e+01 -6.685925466391457e+00  1.942274861613973e+00       94
 1.282480351157164e+02 -4.460408753262691e+00 -2.804354266930292e-01 -1.267145602728199e+01 -6.678192767527380e+00  1.877719777350424e+00       95
 1.296123759148198e+02 -4.766971857276276e+00 -2.622975779562121e-01 -1.330446918234615e+01 -6.628052031836764e+00  1.806901777076495e+00       96
 1.309767167139231e+02 -5.088348369692043e+00 -2.420941459309908e-01 -1.395432544189845e+01 -6.530013771324621e+00  1.726149030526322e+00       97
 1.323410575130265e+02 -5.424988859020903e+00 -2.181815784850032e-01 -1.464927214886862e+01 -6.383447860254745e+00  1.626916289048591e+00       98
 1.337053983121299e+02 -5.778435922385154e+00 -1.873000676024512e-01 -1.546542614079648e+01 -6.190408536290721e+00  1.487552472849791e+00       99
 1.350697391112332e+02 -6.152610488207428e+00 -1.423349117128281e-01 -1.652138521234741e+01 -5.952326844212235e+00  1.244126227625250e+00      100
 1.364340799103366e+02 -6.554399832224967e+00 -8.805496374817609e-02 -1.803542680229610e+01 -5.622413712961060e+00  8.998255910114470e-01      101
 1.377984207094399e+02 -6.997423919363364e+00 -2.972793505521761e-02 -1.894840535829413e+01 -4.952606299546630e+00  4.000000000000001e-01      102
