   3.0000000e+00   2.9479999e+02   1.5439617e+02   4.9134120e+02   7.0031549e+01   1.7232188e+02
   4.0000000e+00   5.2770141e+02   2.7980040e+02   8.5525884e+02   1.3188599e+02   2.8869728e+02
   5.0000000e+00   8.2164251e+02   4.7115659e+02   1.2448404e+03   1.6785324e+02   3.8621243e+02
   6.0000000e+00   1.1373618e+03   7.0217318e+02   1.7931088e+03   2.4663009e+02   5.4666385e+02
   7.0000000e+00   1.5452752e+03   9.5672536e+02   2.2149026e+03   2.8067421e+02   6.3522357e+02
   8.0000000e+00   2.0206923e+03   1.3021243e+03   2.8222306e+03   3.1221453e+02   7.7292338e+02
   9.0000000e+00   2.3006014e+03   1.5740146e+03   3.2054475e+03   3.0202600e+02   8.3660043e+02
   1.0000000e+01   2.5160259e+03   1.7557772e+03   3.3423538e+03   2.8998371e+02   8.1603064e+02
   1.1000000e+01   2.6099036e+03   1.8283441e+03   3.5134009e+03   2.7500110e+02   8.7961304e+02
   1.2000000e+01   2.4280262e+03   1.6108143e+03   3.4424333e+03   3.1600344e+02   9.4285902e+02
   1.3000000e+01   2.1873611e+03   1.4285065e+03   3.1780891e+03   2.9239425e+02   8.9897175e+02
   1.4000000e+01   2.0185506e+03   1.2692894e+03   2.9798894e+03   2.7627895e+02   8.8101001e+02
   1.5000000e+01   1.8030473e+03   1.1045517e+03   2.6522823e+03   2.3690193e+02   8.1431612e+02
   1.6000000e+01   1.6634758e+03   9.6213771e+02   2.4945303e+03   2.2590006e+02   8.0958036e+02
   1.7000000e+01   1.5786027e+03   9.1364649e+02   2.3248027e+03   2.1261129e+02   7.5091146e+02
   1.8000000e+01   1.4646501e+03   7.7786950e+02   2.2018455e+03   2.0390246e+02   7.6485614e+02
   1.9000000e+01   1.3761840e+03   6.8702186e+02   2.1410277e+03   2.0169167e+02   7.8903882e+02
   2.0000000e+01   1.3086263e+03   6.0924586e+02   2.0541065e+03   1.9935008e+02   7.8221777e+02
   2.1000000e+01   1.2566404e+03   5.3303342e+02   2.0103280e+03   2.0128398e+02   8.0757694e+02
   2.2000000e+01   1.1998128e+03   4.2282739e+02   1.9582741e+03   2.0773207e+02   8.4495054e+02
   2.3000000e+01   1.1522465e+03   3.6670157e+02   1.9900892e+03   2.1717468e+02   8.8880780e+02
   2.4000000e+01   1.1106913e+03   3.4446666e+02   1.8809707e+03   2.1516892e+02   8.5994070e+02
   2.5000000e+01   1.0672518e+03   2.8173149e+02   1.8364156e+03   2.1274948e+02   8.7746682e+02
