   3.0000000e+00   2.8724262e+03   6.6754768e+02   6.3179947e+03   1.0124153e+03   2.9500894e+03
   4.0000000e+00   5.2290763e+03   1.8893551e+03   9.8084055e+03   1.5176799e+03   4.0786857e+03
   5.0000000e+00   8.0412203e+03   3.3469017e+03   1.4183792e+04   1.9221178e+03   5.5233777e+03
   6.0000000e+00   1.0992962e+04   5.3808458e+03   1.9909428e+04   2.6713878e+03   7.4247373e+03
   7.0000000e+00   1.5019162e+04   7.5346714e+03   2.4969218e+04   3.1878432e+03   8.9439968e+03
   8.0000000e+00   2.0168019e+04   1.0437516e+04   3.1928356e+04   3.7960642e+03   1.1010061e+04
   9.0000000e+00   2.3977851e+04   1.3375416e+04   3.6913529e+04   3.9455198e+03   1.2029236e+04
   1.0000000e+01   2.7599846e+04   1.6232698e+04   3.9878364e+04   4.0208735e+03   1.2161934e+04
   1.1000000e+01   3.0181614e+04   1.9288367e+04   4.1954880e+04   3.3388123e+03   1.2134372e+04
   1.2000000e+01   3.1113002e+04   2.1026225e+04   4.2596835e+04   2.9233328e+03   1.1877713e+04
   1.3000000e+01   3.1202618e+04   2.1620755e+04   4.2150222e+04   2.7962874e+03   1.1552656e+04
   1.4000000e+01   3.1187631e+04   2.0786538e+04   4.2806293e+04   3.0162512e+03   1.2518773e+04
   1.5000000e+01   3.1184832e+04   1.9367808e+04   4.4505831e+04   3.4635085e+03   1.4311608e+04
   1.6000000e+01   3.1170162e+04   1.7922260e+04   4.5559164e+04   3.8488665e+03   1.5931477e+04
   1.7000000e+01   3.1170589e+04   1.8108893e+04   4.5529848e+04   3.8905022e+03   1.6004755e+04
   1.8000000e+01   3.1135680e+04   1.5880725e+04   4.7692729e+04   4.3342957e+03   1.8184788e+04
   1.9000000e+01   3.1117494e+04   1.3991825e+04   4.9323893e+04   4.7581609e+03   2.0127903e+04
   2.0000000e+01   3.1137127e+04   1.3652432e+04   5.0908427e+04   5.0605004e+03   2.1220849e+04
   2.1000000e+01   3.1128115e+04   1.1638597e+04   5.1803715e+04   5.3757575e+03   2.3004472e+04
   2.2000000e+01   3.1125645e+04   8.8692777e+03   5.3787929e+04   5.9387697e+03   2.5377673e+04
   2.3000000e+01   3.1143504e+04   8.1456313e+03   5.6570062e+04   6.4663854e+03   2.7661320e+04
   2.4000000e+01   3.1099563e+04   7.9122382e+03   5.5562365e+04   6.7071418e+03   2.7823747e+04
   2.5000000e+01   3.1097165e+04   5.7805165e+03   5.7673475e+04   7.1041094e+03   3.0133495e+04
