   3.0000000e+00   8.2236808e+02  -3.0344207e+04   3.2671724e+04   2.1057235e+04   4.2878234e+04
   4.0000000e+00   1.5862057e+03  -3.0376658e+04   3.4281440e+04   2.1049863e+04   4.4178846e+04
   5.0000000e+00   2.5784295e+03  -3.0084824e+04   3.6585156e+04   2.1178601e+04   4.5741588e+04
   6.0000000e+00   3.7420733e+03  -2.9879060e+04   3.8805369e+04   2.1307522e+04   4.6896509e+04
   7.0000000e+00   5.3173935e+03  -2.9398362e+04   4.0795005e+04   2.1380646e+04   4.8106672e+04
   8.0000000e+00   7.1587486e+03  -2.8832027e+04   4.4095236e+04   2.1531882e+04   4.9401685e+04
   9.0000000e+00   7.8092831e+03  -2.9023373e+04   4.5866258e+04   2.1740951e+04   5.0400153e+04
   1.0000000e+01   7.6043420e+03  -3.0832509e+04   4.6387875e+04   2.1763528e+04   5.1122192e+04
   1.1000000e+01   6.4968601e+03  -3.4953809e+04   4.6036160e+04   2.1912481e+04   5.2615923e+04
   1.2000000e+01   3.9851371e+03  -3.7538460e+04   4.6809725e+04   2.2108889e+04   5.4147946e+04
   1.3000000e+01   2.1059395e+03  -3.9093370e+04   4.2764340e+04   2.1834678e+04   5.4017268e+04
   1.4000000e+01   1.2073492e+03  -4.0755759e+04   4.2697461e+04   2.1927643e+04   5.4954147e+04
   1.5000000e+01   2.6082097e+02  -4.1583450e+04   4.2173682e+04   2.1677778e+04   5.5060036e+04
   1.6000000e+01  -1.8431016e+02  -4.2653295e+04   4.1842332e+04   2.1668663e+04   5.5611338e+04
   1.7000000e+01  -4.3886139e+02  -4.2241910e+04   4.1614346e+04   2.1533679e+04   5.5280100e+04
   1.8000000e+01  -6.4748123e+02  -4.4025582e+04   4.1459244e+04   2.1423625e+04   5.5826041e+04
   1.9000000e+01  -7.2905899e+02  -4.4816516e+04   4.2312224e+04   2.1290309e+04   5.5983500e+04
   2.0000000e+01  -7.1003456e+02  -4.5509120e+04   4.3427026e+04   2.1173643e+04   5.6226707e+04
   2.1000000e+01  -6.2452497e+02  -4.3963506e+04   4.2133793e+04   2.1006308e+04   5.5692213e+04
   2.2000000e+01  -4.8547467e+02  -4.5691318e+04   4.3956533e+04   2.0958166e+04   5.6493445e+04
   2.3000000e+01  -3.1364121e+02  -4.5527798e+04   4.4589719e+04   2.0858577e+04   5.6699078e+04
   2.4000000e+01  -1.3814174e+02  -4.5825062e+04   4.5040095e+04   2.0756383e+04   5.6796355e+04
   2.5000000e+01  -6.0822949e+00  -4.5332298e+04   4.4520110e+04   2.0565521e+04   5.6532414e+04
