3.000000000000000000e+00 -1.387880128042261740e-01 2.070385782709339928e+00 -2.421297521493036786e+00 1.460070958348276493e+00 0.000000000000000000e+00
4.000000000000000000e+00 -2.357609802138042332e-01 2.092912374827242683e+00 -2.730389960135031213e+00 1.454813208781337908e+00 0.000000000000000000e+00
5.000000000000000000e+00 -3.863468738774018529e-01 2.077845238834996167e+00 -2.855105759863498349e+00 1.451133151257245402e+00 0.000000000000000000e+00
6.000000000000000000e+00 -6.032322732346578897e-01 1.872691298742715782e+00 -3.343347211665362195e+00 1.452286222922829717e+00 0.000000000000000000e+00
7.000000000000000000e+00 -8.844834123039442275e-01 1.819737478908058703e+00 -3.859344180630817078e+00 1.471846720493913852e+00 0.000000000000000000e+00
8.000000000000000000e+00 -1.166642805781673786e+00 1.770122419174159134e+00 -4.203482059605621934e+00 1.482384853577080497e+00 0.000000000000000000e+00
9.000000000000000000e+00 -1.369004701669278790e+00 1.492135144252013657e+00 -4.286475091701918316e+00 1.503895999276530837e+00 0.000000000000000000e+00
1.000000000000000000e+01 -1.391284590529002552e+00 1.890192195772564254e+00 -4.529572649154165020e+00 1.537221933623264869e+00 0.000000000000000000e+00
1.100000000000000000e+01 -1.249702386564387480e+00 2.482857139144110992e+00 -4.660373348882218991e+00 1.562780523533582766e+00 0.000000000000000000e+00
1.200000000000000000e+01 -9.151410132155292088e-01 2.712853670194449229e+00 -4.331519801341622511e+00 1.589853939471191913e+00 0.000000000000000000e+00
1.300000000000000000e+01 -6.499783621261528976e-01 3.026511638608273991e+00 -4.310704690589683530e+00 1.582474058899924207e+00 0.000000000000000000e+00
1.400000000000000000e+01 -3.681840292495395239e-01 3.035752268304191759e+00 -3.723327773787047601e+00 1.535718901811679693e+00 0.000000000000000000e+00
1.500000000000000000e+01 -2.344807701553257573e-01 2.923502835351835305e+00 -3.616876626746909018e+00 1.543690625614037693e+00 0.000000000000000000e+00
1.600000000000000000e+01 -1.455409643046251811e-01 2.975832572986448099e+00 -3.892918582490585866e+00 1.537617284873163070e+00 0.000000000000000000e+00
1.700000000000000000e+01 -6.146329311283402208e-02 3.302154284563799891e+00 -3.297730619121959528e+00 1.535663539205214922e+00 0.000000000000000000e+00
1.800000000000000000e+01 -9.352345903768920568e-03 3.423720155650430641e+00 -3.192463201351243729e+00 1.520924187865181132e+00 0.000000000000000000e+00
1.900000000000000000e+01 2.166817779364535804e-02 3.481401366215642668e+00 -3.204856952537642023e+00 1.522308939629202440e+00 0.000000000000000000e+00
2.000000000000000000e+01 4.524377236601709318e-02 3.603816817150933272e+00 -3.189696982379023549e+00 1.518695393227817325e+00 0.000000000000000000e+00
2.100000000000000000e+01 5.066730778479225372e-02 3.539889068340287270e+00 -3.291483482036247299e+00 1.511523609913279387e+00 0.000000000000000000e+00
2.200000000000000000e+01 5.285070835136323336e-02 3.671571871626170935e+00 -3.352292442763598057e+00 1.509741239406727553e+00 0.000000000000000000e+00
2.300000000000000000e+01 6.134761825001738139e-02 3.813237399661819182e+00 -3.722219965359204519e+00 1.515769379470095268e+00 0.000000000000000000e+00
2.400000000000000000e+01 4.883292188584820864e-02 4.164537779648733284e+00 -3.548356944748412456e+00 1.520522365677402954e+00 0.000000000000000000e+00
2.500000000000000000e+01 3.963671325990719696e-02 3.846515903164017480e+00 -3.698652456792195675e+00 1.519816750657126292e+00 0.000000000000000000e+00
