3.000000000000000000e+00 -4.635398475334937540e-01 5.796959977748835646e-01 -1.520971010196639828e+00 5.916345944206868879e-01 0.000000000000000000e+00
4.000000000000000000e+00 -7.247000408235554358e-01 5.738504308291284550e-01 -1.856533505613952251e+00 5.236952649146475736e-01 0.000000000000000000e+00
5.000000000000000000e+00 -1.085191094181923832e+00 2.360592068707168256e-01 -2.058386125375654352e+00 4.209711973606805047e-01 0.000000000000000000e+00
6.000000000000000000e+00 -1.597353333338727310e+00 -1.714523000914019990e-01 -2.809473343860793282e+00 3.907692394532944480e-01 0.000000000000000000e+00
7.000000000000000000e+00 -2.242380103664156188e+00 -7.016437158644015515e-01 -4.146010890924219261e+00 4.515750446196996060e-01 0.000000000000000000e+00
8.000000000000000000e+00 -2.851397387383739268e+00 -9.931249510446048534e-01 -5.367174767487060016e+00 6.227321963781343728e-01 0.000000000000000000e+00
9.000000000000000000e+00 -3.389401087413956848e+00 -1.333215457520992242e+00 -5.440142704185753963e+00 6.318318598653206442e-01 0.000000000000000000e+00
1.000000000000000000e+01 -3.797457820564107411e+00 -1.854893918861624247e+00 -6.088979787471165750e+00 6.001971264259047256e-01 0.000000000000000000e+00
1.100000000000000000e+01 -3.996538783316912813e+00 -2.404661259723788636e+00 -6.191924093887898550e+00 5.628853049823319132e-01 0.000000000000000000e+00
1.200000000000000000e+01 -4.048388116154615801e+00 -2.491115604617374135e+00 -6.335580364842133605e+00 4.982610107088864537e-01 0.000000000000000000e+00
1.300000000000000000e+01 -3.922952018800721419e+00 -2.524241884626254429e+00 -6.358775268504365918e+00 4.649979383183999171e-01 0.000000000000000000e+00
1.400000000000000000e+01 -3.758945146632992618e+00 -2.284092491927198321e+00 -5.708764906920496429e+00 3.883379253441110457e-01 0.000000000000000000e+00
1.500000000000000000e+01 -3.696446473588565595e+00 -1.825757878321211392e+00 -5.542294543088955194e+00 3.879677705920894226e-01 0.000000000000000000e+00
1.600000000000000000e+01 -3.626537627220824955e+00 -1.668416672743508578e+00 -5.744604791566879420e+00 4.178740963606255576e-01 0.000000000000000000e+00
1.700000000000000000e+01 -3.559475848603600667e+00 -1.269760971049033182e+00 -6.252106059527906545e+00 4.465459532603834325e-01 0.000000000000000000e+00
1.800000000000000000e+01 -3.494814291555571995e+00 -9.502563155894107050e-01 -5.837581642930855352e+00 5.012080732344053047e-01 0.000000000000000000e+00
1.900000000000000000e+01 -3.416295784316846440e+00 -6.920271350222608753e-01 -6.009594261151504746e+00 5.515717249462813720e-01 0.000000000000000000e+00
2.000000000000000000e+01 -3.354390164250000250e+00 -4.125776048910667626e-01 -5.971886533889966486e+00 5.969658801423467498e-01 0.000000000000000000e+00
2.100000000000000000e+01 -3.279919581522712235e+00 1.567063390865701122e-01 -6.096886085177918524e+00 6.571313810071989225e-01 0.000000000000000000e+00
2.200000000000000000e+01 -3.201403534858220379e+00 1.692794253199233045e+00 -6.374155038279798902e+00 7.287706199970385157e-01 0.000000000000000000e+00
2.300000000000000000e+01 -3.134764825480150119e+00 1.583216643311478045e+00 -6.567555125902540425e+00 7.947682011432579685e-01 0.000000000000000000e+00
2.400000000000000000e+01 -3.061760068743570429e+00 2.197458388216730452e+00 -7.332901270131954696e+00 8.844685152908778880e-01 0.000000000000000000e+00
2.500000000000000000e+01 -2.963571378078862839e+00 2.487077088753852028e+00 -6.959723595286641640e+00 9.669620579962198148e-01 0.000000000000000000e+00
