1
#1
$1 102
  0.000000000000000e+00  3.618706445227680e+03  -8.680701284762279e-06  -2.877977454245276e-08  2.013785961834362e+00  2.013779259745972e+00  -8.979107644876726e+01  -9.555484680612525e-06  -4.286637620529801e-08  7.678774511350315e+09  2.237958116109494e+03  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -5.800601194075564e+04  7.679418349879709e+09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -1.693286036327894e+02  5.249256699888297e+10  9.585659628953945e+02  9.860400521320058e+01  0.000000000000000e+00  2.128588130910505e+11  1.122481506574953e+02  0.000000000000000e+00  2.128571696179682e+11  0.000000000000000e+00  1.244740993301046e+11
  1.378000000000034e+00  3.616063270648259e+03  2.076022272980468e-03  3.064802724427201e-05  2.014509749826540e+00  2.013093374276966e+00  8.705216801052315e-01  1.905842272365385e-03  2.834844113301145e-05  7.679757343633745e+09  -9.814584952444737e+04  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.182496340422981e+05  7.648237995670238e+09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  7.053613424458258e+07  5.245753482307455e+10  -7.348669364430139e-05  7.715397188509232e-04  0.000000000000000e+00  2.128560428309590e+11  -6.425432214914692e-04  0.000000000000000e+00  2.125839567350171e+11  0.000000000000000e+00  1.242379638859087e+11
  2.756000000000274e+00  3.618878578574445e+03  -1.286491706491144e-05  4.634341525697096e-06  2.013830650469571e+00  2.013711430103618e+00  -9.093225045644036e+01  -3.454310666578162e-05  4.644197484317111e-06  7.679212091937834e+09  1.699047729674872e+04  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -2.808458786962501e+05  7.679395526428852e+09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -4.781509096603655e+03  5.249611687929816e+10  4.609039785852225e-04  -1.167466543394517e-04  0.000000000000000e+00  2.128868641430969e+11  1.210222198306523e-04  0.000000000000000e+00  2.128529372745969e+11  0.000000000000000e+00  1.244760269224004e+11
  4.134000000013910e+00  3.070936063824638e+03  5.261220588906159e-02  8.207034548675085e-03  2.024988982532530e+00  2.004277464458742e+00  -1.026904848786310e+02  5.114566558266292e-02  8.182748288575894e-03  6.384991560753004e+09  -2.330498770524903e+07  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -1.767483178640138e+08  6.589635100105860e+09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -5.359897573183134e+07  4.455568628166733e+10  1.563731964393911e-04  -4.840231911311959e-04  0.000000000000000e+00  1.828045990941243e+11  -1.069868800608851e-04  0.000000000000000e+00  1.788715558323286e+11  0.000000000000000e+00  1.052240026934303e+11
  5.512000000094759e+00  2.025929904362102e+03  1.061387616471368e-01  2.909508460232535e-02  2.084995593790598e+00  1.960303605772667e+00  -9.694222066881045e+01  9.245397647905511e-02  2.902723238580308e-02  3.956963628668394e+09  -1.519024132784966e+07  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -4.407376073810812e+08  4.461000928698480e+09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -1.219873958210721e+08  2.947799867789595e+10  8.759848106105744e-04  8.317618641521464e-04  0.000000000000000e+00  1.288662209957684e+11  -1.497989023459089e-04  0.000000000000000e+00  1.127458018765377e+11  0.000000000000000e+00  6.818485297030737e+10
  6.890000000263615e+00  1.661474522535251e+03  3.584115182082280e-02  5.641058176222823e-02  1.953447302588540e+00  1.987000125943474e+00  1.862006984682721e+01  1.411582201652779e-01  1.306504999321779e-01  3.078017039700514e+09  -1.858030166353609e+08  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  8.706363628712392e+07  3.111920264076194e+09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.513348637352734e+08  3.215560197158890e+10  -6.791313678381211e+01  -5.261333042920761e+01  0.000000000000000e+00  1.579138384585944e+11  1.431622204793969e+02  0.000000000000000e+00  9.915531143651453e+10  0.000000000000000e+00  4.474218079011876e+10
  8.268000001045994e+00  1.459474509354367e+03  -1.288761282962064e-02  6.089678969584776e-02  1.899604055519249e+00  2.007193894004287e+00  2.141422488218183e+01  1.269316885234672e-01  1.183563958259243e-01  2.417075026809502e+09  -2.087634881850753e+08  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -3.578170453243673e+07  2.424662472646263e+09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.309592233665260e+08  3.048759759632565e+10  1.399462477400794e-03  1.699613495513159e-03  0.000000000000000e+00  1.455329223754535e+11  -1.110307337078680e-03  0.000000000000000e+00  9.035982031421684e+10  0.000000000000000e+00  3.310109572003642e+10
  9.646000003516592e+00  1.339009816153731e+03  -7.116324137566882e-02  6.453621771509641e-02  1.861066403361601e+00  2.010335295984370e+00  2.636763383312397e+01  1.171254269659598e-01  1.036701056730221e-01  1.905637249606118e+09  -2.051534595116943e+08  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -1.115012189660139e+08  1.976697416980297e+09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  5.569445902343334e+08  3.006452801257788e+10  -6.225079623864417e-04  -8.330423658630712e-04  0.000000000000000e+00  1.351323128703160e+11  -1.374761858724087e-03  0.000000000000000e+00  8.790026775743770e+10  0.000000000000000e+00  2.487232794617071e+10
  1.102400000795416e+01  1.218068813970105e+03  -9.200188725234493e-02  6.750424910048236e-02  1.847303639166056e+00  1.978319054397917e+00  3.110278476423348e+01  1.594852151429355e-01  1.005103544917397e-01  1.499784461750753e+09  -1.715287532849283e+08  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  -5.086673198594922e+07  1.651889082412662e+09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.992345898418249e+08  2.949234312356601e+10  -3.613510362149082e-04  -2.570007037650001e-03  0.000000000000000e+00  1.248089424325987e+11  -1.015034470341941e-03  0.000000000000000e+00  8.361302205522894e+10  0.000000000000000e+00  1.890561319777350e+10
  1.240200001949918e+01  1.116053598632528e+03  -1.277635660463032e-01  6.469011429963126e-02  1.882195472897376e+00  1.907268080795885e+00  3.872247029263465e+01  2.012054315148833e-01  9.882524352703284e-02  1.150955381067878e+09  -1.056620168258704e+08  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  3.707503095427054e+07  1.391320009476353e+09  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.014390845257905e+08  2.910126395058088e+10  -1.425095871914932e-04  4.572346619069209e-04  0.000000000000000e+00  1.152144130524831e+11  3.570029592395308e-04  0.000000000000000e+00  8.086657972515665e+10  0.000000000000000e+00  1.425789966300435e+10
